region;parti mm;1973;2014
1482 Kungälv;Miljöpartiet;0;1850
1482 Kungälv;Socialdemokraterna;5916;7760
1482 Kungälv;Vänsterpartiet;569;1399
1482 Kungälv;Sverigedemokraterna;0;3921
1482 Kungälv;övriga partier;52;904
1482 Kungälv;ogiltiga valsedlar;18;256
1482 Kungälv;ej röstande;1354;3552
1484 Lysekil;Moderaterna;1204;1754
1484 Lysekil;Centerpartiet;1403;517
1484 Lysekil;Folkpartiet;1369;604
1484 Lysekil;Kristdemokraterna;67;412
1484 Lysekil;Miljöpartiet;0;566
1484 Lysekil;Socialdemokraterna;4875;3451
1484 Lysekil;Vänsterpartiet;291;594
1484 Lysekil;Sverigedemokraterna;0;1549
1484 Lysekil;övriga partier;44;299
1484 Lysekil;ogiltiga valsedlar;5;92
1484 Lysekil;ej röstande;907;1711
1485 Uddevalla;Moderaterna;4147;7106
1485 Uddevalla;Centerpartiet;7269;1679
1485 Uddevalla;Folkpartiet;3421;1651
1485 Uddevalla;Kristdemokraterna;191;1852
1485 Uddevalla;Miljöpartiet;0;2096
1485 Uddevalla;Socialdemokraterna;13265;11718
1485 Uddevalla;Vänsterpartiet;1171;2084
1485 Uddevalla;Sverigedemokraterna;0;5347
1485 Uddevalla;övriga partier;63;1150
1485 Uddevalla;ogiltiga valsedlar;39;457
1485 Uddevalla;ej röstande;3233;5862
1486 Strömstad;Moderaterna;669;1602
1486 Strömstad;Centerpartiet;1781;663
1486 Strömstad;Folkpartiet;833;509
1486 Strömstad;Kristdemokraterna;94;286
1486 Strömstad;Miljöpartiet;0;532
1486 Strömstad;Socialdemokraterna;2655;1876
1486 Strömstad;Vänsterpartiet;100;319
1486 Strömstad;Sverigedemokraterna;0;941
1486 Strömstad;övriga partier;8;228
1486 Strömstad;ogiltiga valsedlar;4;66
1486 Strömstad;ej röstande;894;1605
1487 Vänersborg;Moderaterna;2920;4400
1487 Vänersborg;Centerpartiet;6415;1606
1487 Vänersborg;Folkpartiet;2524;1197
1487 Vänersborg;Kristdemokraterna;351;1104
1487 Vänersborg;Miljöpartiet;0;1531
1487 Vänersborg;Socialdemokraterna;8949;8579
1487 Vänersborg;Vänsterpartiet;735;1656
1487 Vänersborg;Sverigedemokraterna;0;3943
1487 Vänersborg;övriga partier;41;709
1487 Vänersborg;ogiltiga valsedlar;23;300
1487 Vänersborg;ej röstande;2250;3934
1488 Trollhättan;Moderaterna;2953;6383
1488 Trollhättan;Centerpartiet;6570;1475
1488 Trollhättan;Folkpartiet;3109;1876
1488 Trollhättan;Kristdemokraterna;384;1305
1488 Trollhättan;Miljöpartiet;0;2190
1488 Trollhättan;Socialdemokraterna;15221;14480
1488 Trollhättan;Vänsterpartiet;1495;2064
1488 Trollhättan;Sverigedemokraterna;0;4812
1488 Trollhättan;övriga partier;74;1118
1488 Trollhättan;ogiltiga valsedlar;35;333
1488 Trollhättan;ej röstande;3262;6319
1489 Alingsås;Moderaterna;2356;5956
1489 Alingsås;Centerpartiet;4705;1760
1489 Alingsås;Folkpartiet;2809;1811
1489 Alingsås;Kristdemokraterna;506;1806
1489 Alingsås;Miljöpartiet;0;2338
1489 Alingsås;Socialdemokraterna;6223;7236
1489 Alingsås;Vänsterpartiet;537;1576
1489 Alingsås;Sverigedemokraterna;0;2846
1489 Alingsås;övriga partier;81;987
1489 Alingsås;ogiltiga valsedlar;15;218
1489 Alingsås;ej röstande;1703;3534
1490 Borås;Moderaterna;12850;15679
1490 Borås;Centerpartiet;15756;3312
1490 Borås;Folkpartiet;5470;3513
1490 Borås;Kristdemokraterna;1046;3465
1490 Borås;Miljöpartiet;0;4572
1490 Borås;Socialdemokraterna;27649;21131
1490 Borås;Vänsterpartiet;2708;3874
1490 Borås;Sverigedemokraterna;0;9716
1490 Borås;övriga partier;279;2033
1490 Borås;ogiltiga valsedlar;61;695
1490 Borås;ej röstande;5309;12125
1491 Ulricehamn;Moderaterna;2873;3547
1491 Ulricehamn;Centerpartiet;5593;1931
1491 Ulricehamn;Folkpartiet;1433;686
1491 Ulricehamn;Kristdemokraterna;336;874
1491 Ulricehamn;Miljöpartiet;0;889
1491 Ulricehamn;Socialdemokraterna;3902;4225
1491 Ulricehamn;Vänsterpartiet;158;693
1491 Ulricehamn;Sverigedemokraterna;0;2288
1491 Ulricehamn;övriga partier;24;328
1491 Ulricehamn;ogiltiga valsedlar;16;134
1491 Ulricehamn;ej röstande;1011;2302
1492 Åmål;Moderaterna;1030;1314
1492 Åmål;Centerpartiet;2627;568
1492 Åmål;Folkpartiet;793;307
1492 Åmål;Kristdemokraterna;136;281
1492 Åmål;Miljöpartiet;0;392
1492 Åmål;Socialdemokraterna;3990;3085
1492 Åmål;Vänsterpartiet;176;404
1492 Åmål;Sverigedemokraterna;0;1341
1492 Åmål;övriga partier;21;203
1492 Åmål;ogiltiga valsedlar;8;99
1492 Åmål;ej röstande;975;1633
1493 Mariestad;Moderaterna;2175;3524
1493 Mariestad;Centerpartiet;4227;1032
1493 Mariestad;Folkpartiet;1469;581
1493 Mariestad;Kristdemokraterna;474;746
1493 Mariestad;Miljöpartiet;0;820
1493 Mariestad;Socialdemokraterna;5935;5968
1493 Mariestad;Vänsterpartiet;529;843
1493 Mariestad;Sverigedemokraterna;0;2179
1493 Mariestad;övriga partier;80;372
1493 Mariestad;ogiltiga valsedlar;17;200
1493 Mariestad;ej röstande;1575;2667
1494 Lidköping;Moderaterna;2977;5280
1494 Lidköping;Centerpartiet;6276;1868
1494 Lidköping;Folkpartiet;2616;1363
1494 Lidköping;Kristdemokraterna;472;1433
1494 Lidköping;Miljöpartiet;0;1559
1494 Lidköping;Socialdemokraterna;8829;9641
1494 Lidköping;Vänsterpartiet;1012;1507
1494 Lidköping;Sverigedemokraterna;0;3329
1494 Lidköping;övriga partier;49;718
1494 Lidköping;ogiltiga valsedlar;17;274
1494 Lidköping;ej röstande;2531;3602
1495 Skara;Moderaterna;1806;2643
1495 Skara;Centerpartiet;3599;955
1495 Skara;Folkpartiet;1130;439
1495 Skara;Kristdemokraterna;187;521
1495 Skara;Miljöpartiet;0;660
1495 Skara;Socialdemokraterna;4250;4249
1495 Skara;Vänsterpartiet;297;540
1495 Skara;Sverigedemokraterna;0;1976
1495 Skara;övriga partier;11;349
1495 Skara;ogiltiga valsedlar;9;131
1495 Skara;ej röstande;1042;1849
1496 Skövde;Moderaterna;3746;8399
1496 Skövde;Centerpartiet;8094;2605
1496 Skövde;Folkpartiet;2948;1963
1496 Skövde;Kristdemokraterna;668;1751
1496 Skövde;Miljöpartiet;0;2029
1496 Skövde;Socialdemokraterna;10093;11618
1496 Skövde;Vänsterpartiet;944;1405
1496 Skövde;Sverigedemokraterna;0;4507
1496 Skövde;övriga partier;99;1128
1496 Skövde;ogiltiga valsedlar;36;383
1496 Skövde;ej röstande;2757;5317
1497 Hjo;Moderaterna;811;1404
1497 Hjo;Centerpartiet;1382;473
1497 Hjo;Folkpartiet;455;311
1497 Hjo;Kristdemokraterna;282;388
1497 Hjo;Miljöpartiet;0;335
1497 Hjo;Socialdemokraterna;1848;1877
1497 Hjo;Vänsterpartiet;97;279
1497 Hjo;Sverigedemokraterna;0;883
1497 Hjo;övriga partier;4;143
1497 Hjo;ogiltiga valsedlar;2;77
1497 Hjo;ej röstande;467;823
1498 Tidaholm;Moderaterna;851;1307
1498 Tidaholm;Centerpartiet;2714;539
1498 Tidaholm;Folkpartiet;608;253
1498 Tidaholm;Kristdemokraterna;261;360
1498 Tidaholm;Miljöpartiet;0;380
1498 Tidaholm;Socialdemokraterna;3862;3764
1498 Tidaholm;Vänsterpartiet;301;396
1498 Tidaholm;Sverigedemokraterna;0;1433
1498 Tidaholm;övriga partier;19;171
1498 Tidaholm;ogiltiga valsedlar;12;96
1498 Tidaholm;ej röstande;703;1226
1499 Falköping;Moderaterna;3374;4195
1499 Falköping;Centerpartiet;8600;1940
1499 Falköping;Folkpartiet;1808;707
1499 Falköping;Kristdemokraterna;775;1279
1499 Falköping;Miljöpartiet;0;1040
1499 Falköping;Socialdemokraterna;6696;6820
1499 Falköping;Vänsterpartiet;479;888
1499 Falköping;Sverigedemokraterna;0;3696
1499 Falköping;övriga partier;54;538
1499 Falköping;ogiltiga valsedlar;11;190
1499 Falköping;ej röstande;1995;3124
1715 Kil;Moderaterna;598;1495
1715 Kil;Centerpartiet;1805;679
1715 Kil;Folkpartiet;858;261
1715 Kil;Kristdemokraterna;34;334
1715 Kil;Miljöpartiet;0;361
1715 Kil;Socialdemokraterna;2233;3094
1715 Kil;Vänsterpartiet;170;417
1715 Kil;Sverigedemokraterna;0;1164
1715 Kil;övriga partier;21;177
1715 Kil;ogiltiga valsedlar;5;91
1715 Kil;ej röstande;444;1163
1730 Eda;Moderaterna;514;767
1730 Eda;Centerpartiet;1872;485
1730 Eda;Folkpartiet;461;103
1730 Eda;Kristdemokraterna;69;138
1730 Eda;Miljöpartiet;0;86
1730 Eda;Socialdemokraterna;3334;1814
1730 Eda;Vänsterpartiet;236;217
1730 Eda;Sverigedemokraterna;0;661
1730 Eda;övriga partier;10;73
1730 Eda;ogiltiga valsedlar;2;68
1730 Eda;ej röstande;614;1126
1737 Torsby;Moderaterna;1098;1318
1737 Torsby;Centerpartiet;3223;675
1737 Torsby;Folkpartiet;624;193
1737 Torsby;Kristdemokraterna;91;215
1737 Torsby;Miljöpartiet;0;207
1737 Torsby;Socialdemokraterna;5165;3305
1737 Torsby;Vänsterpartiet;1005;440
1737 Torsby;Sverigedemokraterna;0;1091
1737 Torsby;övriga partier;68;155
1737 Torsby;ogiltiga valsedlar;14;75
1737 Torsby;ej röstande;1163;1764
1760 Storfors;Moderaterna;296;320
1760 Storfors;Centerpartiet;729;171
1760 Storfors;Folkpartiet;178;46
1760 Storfors;Kristdemokraterna;35;95
1760 Storfors;Miljöpartiet;0;59
1760 Storfors;Socialdemokraterna;2134;1286
1760 Storfors;Vänsterpartiet;117;162
1760 Storfors;Sverigedemokraterna;0;459
1760 Storfors;övriga partier;17;29
1760 Storfors;ogiltiga valsedlar;2;33
1760 Storfors;ej röstande;200;419
1761 Hammarö;Moderaterna;594;2651
1761 Hammarö;Centerpartiet;1236;523
1761 Hammarö;Folkpartiet;539;540
1761 Hammarö;Kristdemokraterna;24;490
1761 Hammarö;Miljöpartiet;0;627
1761 Hammarö;Socialdemokraterna;4254;3876
1761 Hammarö;Vänsterpartiet;391;470
1761 Hammarö;Sverigedemokraterna;0;857
1761 Hammarö;övriga partier;39;240
1761 Hammarö;ogiltiga valsedlar;3;70
1761 Hammarö;ej röstande;467;1149
1762 Munkfors;Moderaterna;173;239
1762 Munkfors;Centerpartiet;610;152
1762 Munkfors;Folkpartiet;248;87
1762 Munkfors;Kristdemokraterna;40;49
1762 Munkfors;Miljöpartiet;0;51
1762 Munkfors;Socialdemokraterna;2663;1430
1762 Munkfors;Vänsterpartiet;183;114
1762 Munkfors;Sverigedemokraterna;0;280
1762 Munkfors;övriga partier;16;61
1762 Munkfors;ogiltiga valsedlar;4;11
1762 Munkfors;ej röstande;223;434
1763 Forshaga;Moderaterna;434;1135
1763 Forshaga;Centerpartiet;1520;496
1763 Forshaga;Folkpartiet;453;233
1763 Forshaga;Kristdemokraterna;80;266
1763 Forshaga;Miljöpartiet;0;292
1763 Forshaga;Socialdemokraterna;4055;3566
1763 Forshaga;Vänsterpartiet;270;366
1763 Forshaga;Sverigedemokraterna;0;1066
1763 Forshaga;övriga partier;11;177
1763 Forshaga;ogiltiga valsedlar;6;70
1763 Forshaga;ej röstande;450;1112
1764 Grums;Moderaterna;388;900
1764 Grums;Centerpartiet;1743;439
1764 Grums;Folkpartiet;384;140
1764 Grums;Kristdemokraterna;80;181
1764 Grums;Miljöpartiet;0;170
1764 Grums;Socialdemokraterna;3921;2849
1764 Grums;Vänsterpartiet;381;254
1764 Grums;Sverigedemokraterna;0;885
1764 Grums;övriga partier;28;117
1764 Grums;ogiltiga valsedlar;7;78
1764 Grums;ej röstande;594;1105
1765 Årjäng;Moderaterna;691;1056
1765 Årjäng;Centerpartiet;2587;696
1765 Årjäng;Folkpartiet;854;312
1765 Årjäng;Kristdemokraterna;188;446
1765 Årjäng;Miljöpartiet;0;134
1765 Årjäng;Socialdemokraterna;1798;1641
1765 Årjäng;Vänsterpartiet;75;176
1765 Årjäng;Sverigedemokraterna;0;1021
1765 Årjäng;övriga partier;18;83
1765 Årjäng;ogiltiga valsedlar;2;71
1765 Årjäng;ej röstande;1120;1138
1766 Sunne;Moderaterna;1205;1902
1766 Sunne;Centerpartiet;4047;1219
1766 Sunne;Folkpartiet;893;357
1766 Sunne;Kristdemokraterna;59;307
1766 Sunne;Miljöpartiet;0;318
1766 Sunne;Socialdemokraterna;3266;3098
1766 Sunne;Vänsterpartiet;165;324
1766 Sunne;Sverigedemokraterna;0;1120
1766 Sunne;övriga partier;15;221
1766 Sunne;ogiltiga valsedlar;7;109
1766 Sunne;ej röstande;814;1452
1780 Karlstad;Moderaterna;7202;14227
1780 Karlstad;Centerpartiet;11654;3480
1780 Karlstad;Folkpartiet;4833;3244
1780 Karlstad;Kristdemokraterna;376;2760
1780 Karlstad;Miljöpartiet;0;4735
1780 Karlstad;Socialdemokraterna;21592;21188
1780 Karlstad;Vänsterpartiet;1993;3332
1780 Karlstad;Sverigedemokraterna;0;5842
1780 Karlstad;övriga partier;319;2303
1780 Karlstad;ogiltiga valsedlar;43;549
1780 Karlstad;ej röstande;4138;8651
1781 Kristinehamn;Moderaterna;2100;3122
1781 Kristinehamn;Centerpartiet;3974;1018
1781 Kristinehamn;Folkpartiet;1819;776
1781 Kristinehamn;Kristdemokraterna;231;620
1781 Kristinehamn;Miljöpartiet;0;820
1781 Kristinehamn;Socialdemokraterna;9031;6664
1781 Kristinehamn;Vänsterpartiet;965;906
1781 Kristinehamn;Sverigedemokraterna;0;1846
1781 Kristinehamn;övriga partier;38;401
1781 Kristinehamn;ogiltiga valsedlar;19;149
1781 Kristinehamn;ej röstande;1653;2625
1782 Filipstad;Moderaterna;824;821
1782 Filipstad;Centerpartiet;1702;263
1782 Filipstad;Folkpartiet;713;151
1782 Filipstad;Kristdemokraterna;60;141
1782 Filipstad;Miljöpartiet;0;203
1782 Filipstad;Socialdemokraterna;6392;3081
1782 Filipstad;Vänsterpartiet;718;446
1782 Filipstad;Sverigedemokraterna;0;1422
1782 Filipstad;övriga partier;27;143
1782 Filipstad;ogiltiga valsedlar;11;67
1782 Filipstad;ej röstande;992;1334
1783 Hagfors;Moderaterna;701;841
1783 Hagfors;Centerpartiet;2603;525
1783 Hagfors;Folkpartiet;499;165
1783 Hagfors;Kristdemokraterna;101;165
1783 Hagfors;Miljöpartiet;0;147
1783 Hagfors;Socialdemokraterna;7976;4299
1783 Hagfors;Vänsterpartiet;1070;520
1783 Hagfors;Sverigedemokraterna;0;1139
1783 Hagfors;övriga partier;61;142
1783 Hagfors;ogiltiga valsedlar;5;65
1783 Hagfors;ej röstande;883;1529
1784 Arvika;Moderaterna;1625;2962
1784 Arvika;Centerpartiet;4989;1328
1784 Arvika;Folkpartiet;2284;584
1784 Arvika;Kristdemokraterna;125;628
1784 Arvika;Miljöpartiet;0;851
1784 Arvika;Socialdemokraterna;8158;6621
1784 Arvika;Vänsterpartiet;1054;1022
1784 Arvika;Sverigedemokraterna;0;2320
1784 Arvika;övriga partier;79;502
1784 Arvika;ogiltiga valsedlar;17;211
1784 Arvika;ej röstande;2040;3102
1785 Säffle;Moderaterna;1450;1931
1785 Säffle;Centerpartiet;4827;1372
1785 Säffle;Folkpartiet;1018;339
1785 Säffle;Kristdemokraterna;205;428
1785 Säffle;Miljöpartiet;0;337
1785 Säffle;Socialdemokraterna;5082;3361
1785 Säffle;Vänsterpartiet;468;351
1785 Säffle;Sverigedemokraterna;0;1805
1785 Säffle;övriga partier;13;185
1785 Säffle;ogiltiga valsedlar;8;93
1785 Säffle;ej röstande;1357;1771
1814 Lekeberg;Moderaterna;0;835
1814 Lekeberg;Centerpartiet;0;663
1814 Lekeberg;Folkpartiet;0;155
1814 Lekeberg;Kristdemokraterna;0;334
1814 Lekeberg;Miljöpartiet;0;210
1814 Lekeberg;Socialdemokraterna;0;1480
1814 Lekeberg;Vänsterpartiet;0;210
1814 Lekeberg;Sverigedemokraterna;0;897
1814 Lekeberg;övriga partier;0;155
1814 Lekeberg;ogiltiga valsedlar;0;61
1814 Lekeberg;ej röstande;0;655
1860 Laxå;Moderaterna;340;518
1860 Laxå;Centerpartiet;1346;209
1860 Laxå;Folkpartiet;356;110
1860 Laxå;Kristdemokraterna;170;203
1860 Laxå;Miljöpartiet;0;122
1860 Laxå;Socialdemokraterna;2897;1649
1860 Laxå;Vänsterpartiet;318;207
1860 Laxå;Sverigedemokraterna;0;679
1860 Laxå;övriga partier;9;63
1860 Laxå;ogiltiga valsedlar;12;39
1860 Laxå;ej röstande;500;626
1861 Hallsberg;Moderaterna;765;1505
1861 Hallsberg;Centerpartiet;2839;635
1861 Hallsberg;Folkpartiet;944;300
1861 Hallsberg;Kristdemokraterna;271;446
1861 Hallsberg;Miljöpartiet;0;447
1861 Hallsberg;Socialdemokraterna;5512;4485
1861 Hallsberg;Vänsterpartiet;382;519
1861 Hallsberg;Sverigedemokraterna;0;1713
1861 Hallsberg;övriga partier;38;230
1861 Hallsberg;ogiltiga valsedlar;19;113
1861 Hallsberg;ej röstande;999;1380
1862 Degerfors;Moderaterna;393;679
1862 Degerfors;Centerpartiet;1410;268
1862 Degerfors;Folkpartiet;398;123
1862 Degerfors;Kristdemokraterna;176;219
1862 Degerfors;Miljöpartiet;0;259
1862 Degerfors;Socialdemokraterna;4756;3287
1862 Degerfors;Vänsterpartiet;367;520
1862 Degerfors;Sverigedemokraterna;0;927
1862 Degerfors;övriga partier;33;144
1862 Degerfors;ogiltiga valsedlar;8;60
1862 Degerfors;ej röstande;421;1023
1863 Hällefors;Moderaterna;347;568
1863 Hällefors;Centerpartiet;1091;205
1863 Hällefors;Folkpartiet;345;95
1863 Hällefors;Kristdemokraterna;86;92
1863 Hällefors;Miljöpartiet;0;138
1863 Hällefors;Socialdemokraterna;4547;2078
1863 Hällefors;Vänsterpartiet;628;289
1863 Hällefors;Sverigedemokraterna;0;790
1863 Hällefors;övriga partier;18;143
1863 Hällefors;ogiltiga valsedlar;11;35
1863 Hällefors;ej röstande;692;940
1864 Ljusnarsberg;Moderaterna;229;385
1864 Ljusnarsberg;Centerpartiet;983;161
1864 Ljusnarsberg;Folkpartiet;219;72
1864 Ljusnarsberg;Kristdemokraterna;92;68
1864 Ljusnarsberg;Miljöpartiet;0;103
1864 Ljusnarsberg;Socialdemokraterna;2759;1314
1864 Ljusnarsberg;Vänsterpartiet;357;208
1864 Ljusnarsberg;Sverigedemokraterna;0;743
1864 Ljusnarsberg;övriga partier;10;76
1864 Ljusnarsberg;ogiltiga valsedlar;4;45
1864 Ljusnarsberg;ej röstande;601;620
1880 Örebro;Moderaterna;9224;19388
1880 Örebro;Centerpartiet;18828;4726
1880 Örebro;Folkpartiet;8972;4955
1880 Örebro;Kristdemokraterna;1669;5736
1880 Örebro;Miljöpartiet;0;7731
1880 Örebro;Socialdemokraterna;35337;29958
1880 Örebro;Vänsterpartiet;3059;5282
1880 Örebro;Sverigedemokraterna;0;10694
1880 Örebro;övriga partier;515;3959
1880 Örebro;ogiltiga valsedlar;155;940
1880 Örebro;ej röstande;8266;14067
1881 Kumla;Moderaterna;863;2430
1881 Kumla;Centerpartiet;2656;684
1881 Kumla;Folkpartiet;1047;675
1881 Kumla;Kristdemokraterna;387;783
1881 Kumla;Miljöpartiet;0;672
1881 Kumla;Socialdemokraterna;5199;5165
1881 Kumla;Vänsterpartiet;595;578
1881 Kumla;Sverigedemokraterna;0;2198
1881 Kumla;övriga partier;36;344
1881 Kumla;ogiltiga valsedlar;13;179
1881 Kumla;ej röstande;1045;1929
1882 Askersund;Moderaterna;635;1330
1882 Askersund;Centerpartiet;2225;650
1882 Askersund;Folkpartiet;551;238
1882 Askersund;Kristdemokraterna;297;335
1882 Askersund;Miljöpartiet;0;317
1882 Askersund;Socialdemokraterna;3552;2906
1882 Askersund;Vänsterpartiet;176;338
1882 Askersund;Sverigedemokraterna;0;1355
1882 Askersund;övriga partier;16;195
1882 Askersund;ogiltiga valsedlar;13;83
1882 Askersund;ej röstande;814;1191
1883 Karlskoga;Moderaterna;2308;3713
1883 Karlskoga;Centerpartiet;4737;682
1883 Karlskoga;Folkpartiet;1720;653
1883 Karlskoga;Kristdemokraterna;316;719
1883 Karlskoga;Miljöpartiet;0;947
1883 Karlskoga;Socialdemokraterna;13528;8878
1883 Karlskoga;Vänsterpartiet;1708;993
1883 Karlskoga;Sverigedemokraterna;0;2858
1883 Karlskoga;övriga partier;132;434
1883 Karlskoga;ogiltiga valsedlar;31;179
1883 Karlskoga;ej röstande;2221;3350
1884 Nora;Moderaterna;514;1132
1884 Nora;Centerpartiet;1400;519
1884 Nora;Folkpartiet;537;244
1884 Nora;Kristdemokraterna;166;268
1884 Nora;Miljöpartiet;0;353
1884 Nora;Socialdemokraterna;2912;2734
1884 Nora;Vänsterpartiet;290;377
1884 Nora;Sverigedemokraterna;0;1068
1884 Nora;övriga partier;14;229
1884 Nora;ogiltiga valsedlar;9;73
1884 Nora;ej röstande;656;1147
1885 Lindesberg;Moderaterna;1357;2587
1885 Lindesberg;Centerpartiet;4933;1144
1885 Lindesberg;Folkpartiet;1187;433
1885 Lindesberg;Kristdemokraterna;380;568
1885 Lindesberg;Miljöpartiet;0;714
1885 Lindesberg;Socialdemokraterna;7233;5670
1885 Lindesberg;Vänsterpartiet;615;662
1885 Lindesberg;Sverigedemokraterna;0;3204
1885 Lindesberg;övriga partier;53;366
1885 Lindesberg;ogiltiga valsedlar;19;134
1885 Lindesberg;ej röstande;1577;2349
1904 Skinnskatteberg;Moderaterna;197;388
1904 Skinnskatteberg;Centerpartiet;639;187
1904 Skinnskatteberg;Folkpartiet;144;149
1904 Skinnskatteberg;Kristdemokraterna;46;70
1904 Skinnskatteberg;Miljöpartiet;0;86
1904 Skinnskatteberg;Socialdemokraterna;1984;1245
1904 Skinnskatteberg;Vänsterpartiet;166;185
1904 Skinnskatteberg;Sverigedemokraterna;0;528
1904 Skinnskatteberg;övriga partier;25;71
1904 Skinnskatteberg;ogiltiga valsedlar;2;19
1904 Skinnskatteberg;ej röstande;292;519
1907 Surahammar;Moderaterna;318;847
1907 Surahammar;Centerpartiet;919;232
1907 Surahammar;Folkpartiet;303;213
1907 Surahammar;Kristdemokraterna;78;142
1907 Surahammar;Miljöpartiet;0;213
1907 Surahammar;Socialdemokraterna;3976;2833
1907 Surahammar;Vänsterpartiet;463;451
1907 Surahammar;Sverigedemokraterna;0;1151
1907 Surahammar;övriga partier;23;163
1907 Surahammar;ogiltiga valsedlar;9;72
1907 Surahammar;ej röstande;391;1157
1960 Kungsör;Moderaterna;391;998
1960 Kungsör;Centerpartiet;1228;384
1960 Kungsör;Folkpartiet;518;262
1960 Kungsör;Kristdemokraterna;55;235
1960 Kungsör;Miljöpartiet;0;193
1960 Kungsör;Socialdemokraterna;2449;1936
1960 Kungsör;Vänsterpartiet;274;268
1960 Kungsör;Sverigedemokraterna;0;931
1960 Kungsör;övriga partier;16;125
1960 Kungsör;ogiltiga valsedlar;5;54
1960 Kungsör;ej röstande;393;863
1961 Hallstahammar;Moderaterna;752;1448
1961 Hallstahammar;Centerpartiet;1873;369
1961 Hallstahammar;Folkpartiet;718;370
1961 Hallstahammar;Kristdemokraterna;118;315
1961 Hallstahammar;Miljöpartiet;0;389
1961 Hallstahammar;Socialdemokraterna;6250;4343
1961 Hallstahammar;Vänsterpartiet;703;587
1961 Hallstahammar;Sverigedemokraterna;0;1606
1961 Hallstahammar;övriga partier;45;228
1961 Hallstahammar;ogiltiga valsedlar;21;97
1961 Hallstahammar;ej röstande;916;1866
1962 Norberg;Moderaterna;287;535
1962 Norberg;Centerpartiet;760;163
1962 Norberg;Folkpartiet;192;107
1962 Norberg;Kristdemokraterna;57;85
1962 Norberg;Miljöpartiet;0;161
1962 Norberg;Socialdemokraterna;2654;1447
1962 Norberg;Vänsterpartiet;278;334
1962 Norberg;Sverigedemokraterna;0;766
1962 Norberg;övriga partier;17;168
1962 Norberg;ogiltiga valsedlar;7;46
1962 Norberg;ej röstande;390;623
1980 Västerås;Moderaterna;8473;22759
1980 Västerås;Centerpartiet;14892;4126
1980 Västerås;Folkpartiet;7781;5925
1980 Västerås;Kristdemokraterna;1066;4109
1980 Västerås;Miljöpartiet;0;5402
1980 Västerås;Socialdemokraterna;33299;29830
1980 Västerås;Vänsterpartiet;3643;4713
1980 Västerås;Sverigedemokraterna;0;11885
1980 Västerås;övriga partier;464;3032
1980 Västerås;ogiltiga valsedlar;156;946
1980 Västerås;ej röstande;7853;15752
1981 Sala;Moderaterna;1284;2888
1981 Sala;Centerpartiet;4805;1600
1981 Sala;Folkpartiet;1156;587
1981 Sala;Kristdemokraterna;155;522
1981 Sala;Miljöpartiet;0;678
1981 Sala;Socialdemokraterna;5271;4867
1981 Sala;Vänsterpartiet;404;670
1981 Sala;Sverigedemokraterna;0;2238
1981 Sala;övriga partier;54;479
1981 Sala;ogiltiga valsedlar;27;183
1981 Sala;ej röstande;1255;2365
1982 Fagersta;Moderaterna;791;1209
1982 Fagersta;Centerpartiet;1618;195
1982 Fagersta;Folkpartiet;719;207
1982 Fagersta;Kristdemokraterna;78;205
1982 Fagersta;Miljöpartiet;0;326
1982 Fagersta;Socialdemokraterna;6027;3512
1982 Fagersta;Vänsterpartiet;527;508
1982 Fagersta;Sverigedemokraterna;0;1455
1982 Fagersta;övriga partier;52;192
1982 Fagersta;ogiltiga valsedlar;18;86
1982 Fagersta;ej röstande;819;1562
1983 Köping;Moderaterna;1175;2773
1983 Köping;Centerpartiet;3791;965
1983 Köping;Folkpartiet;1076;587
1983 Köping;Kristdemokraterna;362;498
1983 Köping;Miljöpartiet;0;632
1983 Köping;Socialdemokraterna;8711;6487
1983 Köping;Vänsterpartiet;857;886
1983 Köping;Sverigedemokraterna;0;2781
1983 Köping;övriga partier;119;329
1983 Köping;ogiltiga valsedlar;40;161
1983 Köping;ej röstande;1679;3096
1984 Arboga;Moderaterna;980;1852
1984 Arboga;Centerpartiet;2319;498
1984 Arboga;Folkpartiet;866;349
1984 Arboga;Kristdemokraterna;91;315
1984 Arboga;Miljöpartiet;0;469
1984 Arboga;Socialdemokraterna;4810;3436
1984 Arboga;Vänsterpartiet;404;449
1984 Arboga;Sverigedemokraterna;0;1387
1984 Arboga;övriga partier;16;220
1984 Arboga;ogiltiga valsedlar;27;101
1984 Arboga;ej röstande;864;1573
2021 Vansbro;Moderaterna;331;640
2021 Vansbro;Centerpartiet;2225;629
2021 Vansbro;Folkpartiet;296;96
2021 Vansbro;Kristdemokraterna;182;263
2021 Vansbro;Miljöpartiet;0;121
2021 Vansbro;Socialdemokraterna;2540;1623
2021 Vansbro;Vänsterpartiet;342;253
2021 Vansbro;Sverigedemokraterna;0;720
2021 Vansbro;övriga partier;12;96
2021 Vansbro;ogiltiga valsedlar;7;67
2021 Vansbro;ej röstande;625;835
2023 Malung-Sälen;Moderaterna;620;1506
2023 Malung-Sälen;Centerpartiet;2582;575
2023 Malung-Sälen;Folkpartiet;688;247
2023 Malung-Sälen;Kristdemokraterna;111;157
2023 Malung-Sälen;Miljöpartiet;0;181
2023 Malung-Sälen;Socialdemokraterna;3811;2414
2023 Malung-Sälen;Vänsterpartiet;272;315
2023 Malung-Sälen;Sverigedemokraterna;0;1154
2023 Malung-Sälen;övriga partier;17;125
2023 Malung-Sälen;ogiltiga valsedlar;11;94
2023 Malung-Sälen;ej röstande;736;1169
2026 Gagnef;Moderaterna;292;1225
